from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
212-104,212-50,0.919,same_document,,146,146,Notas Fiscais de Entrada (FATU3) — Nas contra nota de produtor rural gerar no XML a tag <mod> de acordo com o modelo da NF…,Consulta Estoque Produto (ESTO7) — Suprimentos Recebimento Notas Fiscais
212-104,485-4,0.915,other_document,,146,15,Notas Fiscais de Entrada (FATU3) — Nas contra nota de produtor rural gerar no XML a tag <mod> de acordo com o modelo da NF…,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais"
212-104,291-4,0.911,other_document,,146,-1,Notas Fiscais de Entrada (FATU3) — Nas contra nota de produtor rural gerar no XML a tag <mod> de acordo com o modelo da NF…,Importação NF por XML (FATU37) — [Imagem: FATU37]
212-104,485-2,0.911,other_document,FATU3,146,15,Notas Fiscais de Entrada (FATU3) — Nas contra nota de produtor rural gerar no XML a tag <mod> de acordo com o modelo da NF…,"Frigorífico (RECE50) — suíno carcaça, produtor rural, contra nota"
212-104,292-25,0.911,other_document,,146,147,Notas Fiscais de Entrada (FATU3) — Nas contra nota de produtor rural gerar no XML a tag <mod> de acordo com o modelo da NF…,"CFOP ATRIBUÍDA ESTÁ INCORRETA Rotina (FATU124) — IMPORTAÇÃO NOTA FISCAL XML - AO REALIZAR A IMPORTAÇÃO DA NF VINCULANDO PEDIDO DE COMPRA, O"
212-105,212-91,0.941,same_document,FATU3,-1,-1,Notas Fiscais de Entrada (FATU3) — Bloquear Confirmação de NFs de entrada onde a validade dos lotes estejam vencidos Rotina,Notas Fiscais de Entrada (FATU3) — ROTINA NOVA - DESENVOLVER UMA OPÇÃO DE CONFERÊNCIA DOS LOTES PARA NOTAS DE DEVOLUÇÃO…
212-105,498-1,0.938,other_document,,-1,-1,Notas Fiscais de Entrada (FATU3) — Bloquear Confirmação de NFs de entrada onde a validade dos lotes estejam vencidos Rotina,Recebimento Devoluções de Consignação (FATU6) — ROTINA NOVA - DESENVOLVER UMA OPÇÃO DE CONFERÊNCIA DOS LOTES PARA NOTAS DE DEVOLUÇÃO…
212-105,212-78,0.930,same_document,FATU3,-1,-1,Notas Fiscais de Entrada (FATU3) — Bloquear Confirmação de NFs de entrada onde a validade dos lotes estejam vencidos Rotina,Administração Cadastros Parâmetros (ADMI8) — PARÂMETROS - ADMI8 - CRIAR PARÂMETRO GERAL VALIDA_LOTE_FAT_REC Rotina
212-105,211-120,0.929,other_document,FATU3,-1,-1,Notas Fiscais de Entrada (FATU3) — Bloquear Confirmação de NFs de entrada onde a validade dos lotes estejam vencidos Rotina,Administração Cadastros Parâmetros (ADMI8) — PARÂMETROS - ADMI8 - CRIAR PARÂMETRO GERAL VALIDA_LOTE_FAT_REC Rotina
212-105,502-38,0.927,other_document,FATU3,-1,-1,Notas Fiscais de Entrada (FATU3) — Bloquear Confirmação de NFs de entrada onde a validade dos lotes estejam vencidos Rotina,Notas Fiscais de Entrada (FATU3) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…
212-106,342-12,0.998,other_document,,-1,-1,"TRANSFERÊNCIAS - VERIFICAR POR QUE AO LANÇAR UMA NF TRANSFERÊNCIA, ESTOQUE ESTÁ FICANDO…","Transferências (FATU12) — TRANSFERÊNCIAS - VERIFICAR POR QUE AO LANÇAR UMA NF TRANSFERÊNCIA, ESTOQUE ESTÁ FICANDO…"
212-106,342-7,0.926,other_document,,-1,-1,"TRANSFERÊNCIAS - VERIFICAR POR QUE AO LANÇAR UMA NF TRANSFERÊNCIA, ESTOQUE ESTÁ FICANDO…",Transferências (FATU12) — TRANSFERÊNCIAS - PERMITIR FAZER TRANSFERÊNCIA PELO FATU153 E ESTOQUE FICAR DISPONÍVEL NA…
212-106,489-19,0.917,other_document,,-1,-1,"TRANSFERÊNCIAS - VERIFICAR POR QUE AO LANÇAR UMA NF TRANSFERÊNCIA, ESTOQUE ESTÁ FICANDO…","Liberação Pedidos Faturamento por Rota (FATU153) — mesma pessoa, retorna a transferência, estabelecimento de entrada"
212-106,485-4,0.910,other_document,,-1,15,"TRANSFERÊNCIAS - VERIFICAR POR QUE AO LANÇAR UMA NF TRANSFERÊNCIA, ESTOQUE ESTÁ FICANDO…","Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais"
212-106,211-44,0.909,other_document,,-1,-1,"TRANSFERÊNCIAS - VERIFICAR POR QUE AO LANÇAR UMA NF TRANSFERÊNCIA, ESTOQUE ESTÁ FICANDO…",Vendas e Distribuição Faturamento Notas Fiscais Notas Fiscais Saída Suprimentos…
212-107,212-107,1.000,same_topic,ADMI8 FATU3 RECE7,146,146,Administração Cadastros Parâmetros (ADMI8) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina: [Imagem:…,Administração Cadastros Parâmetros (ADMI8) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina: [Imagem:…
212-107,212-103,0.943,same_document,FATU3,146,146,Administração Cadastros Parâmetros (ADMI8) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina: [Imagem:…,"Notas Fiscais de Entrada (FATU3) — Corrigir rotina quando alterado a data no FATU3, os programas de lançamento e fiscais…"
212-107,686-9,0.937,other_document,FATU3,146,146,Administração Cadastros Parâmetros (ADMI8) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina: [Imagem:…,"Consulta Estoque Produto (ESTO7) — FATU3 - AO ALTERAR NFE QUE JÁ ESTAVA CONFIRMADA, A MESMA CONFIRMA COM A DATA DO DIA ATUAL"
212-107,212-70,0.934,same_document,FATU3,146,146,Administração Cadastros Parâmetros (ADMI8) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina: [Imagem:…,Organizações (ADMI24) — FATU3 - VERIFICAR NF QUE NÃO ESTÁ ALTERANDO Rotina
212-107,212-110,0.930,same_document,FATU3,146,-1,Administração Cadastros Parâmetros (ADMI8) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina: [Imagem:…,Notas Fiscais de Entrada (FATU3) — Verificar e resolver a razão do erro KND-001039 ao tentar confirmar nota fiscal de…
212-108,502-38,0.987,other_document,FATU3,-1,-1,Condições de Pagamento (ADMI19) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…,Notas Fiscais de Entrada (FATU3) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…
212-108,212-105,0.924,same_document,FATU3,-1,-1,Condições de Pagamento (ADMI19) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…,Notas Fiscais de Entrada (FATU3) — Bloquear Confirmação de NFs de entrada onde a validade dos lotes estejam vencidos Rotina
212-108,292-6,0.918,other_document,,-1,140,Condições de Pagamento (ADMI19) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…,"CFOP ATRIBUÍDA ESTÁ INCORRETA Rotina (FATU124) — problema de internet, deixar em branco, próximo passo"
212-108,292-25,0.918,other_document,,-1,147,Condições de Pagamento (ADMI19) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…,"CFOP ATRIBUÍDA ESTÁ INCORRETA Rotina (FATU124) — IMPORTAÇÃO NOTA FISCAL XML - AO REALIZAR A IMPORTAÇÃO DA NF VINCULANDO PEDIDO DE COMPRA, O"
212-108,212-91,0.914,same_document,FATU3,-1,-1,Condições de Pagamento (ADMI19) — NOTA FISCAL DE ENTRADA - IMPORTAR ARQUIVO EM EXCEL DE LOTES PARA A NF E TRATAR LEITURA…,Notas Fiscais de Entrada (FATU3) — ROTINA NOVA - DESENVOLVER UMA OPÇÃO DE CONFERÊNCIA DOS LOTES PARA NOTAS DE DEVOLUÇÃO…
212-109,688-18,1.000,other_document,COMP5,132,132,Recebimento de compras (COMP5) — Efetuar o carregamento de informações do industrializador no campo de observações da nota…,Recebimento de compras (COMP5) — Efetuar o carregamento de informações do industrializador no campo de observações da nota…
212-109,331-2,0.926,other_document,,132,132,Recebimento de compras (COMP5) — Efetuar o carregamento de informações do industrializador no campo de observações da nota…,Retorno Remessas (RECE7) — ROTINA Suprimentos Recebimento Notas Fiscais Retorno Remessa Industrialização ALTERAÇÃO
212-109,212-42,0.922,same_document,,132,-1,Recebimento de compras (COMP5) — Efetuar o carregamento de informações do industrializador no campo de observações da nota…,Disponível (FATU110) — NOTAS FISCAIS DE ENTRADA: TRATAR O RECEBIMENTO TRIANGULAR COM CLASSE DE OPERAÇÕES…
212-109,330-6,0.920,other_document,,132,129,Recebimento de compras (COMP5) — Efetuar o carregamento de informações do industrializador no campo de observações da nota…,"RECE42 — itens da operação, proporcionalmente a qtde, item de retorno"
212-109,678-96,0.919,other_document,COMP5,132,129,Recebimento de compras (COMP5) — Efetuar o carregamento de informações do industrializador no campo de observações da nota…,"Pedido de Compras (COMP3) — nota fiscal remessa, tais nfs, relação ao recebimento"
212-110,212-89,0.943,same_document,FATU3,-1,-1,Notas Fiscais de Entrada (FATU3) — Verificar e resolver a razão do erro KND-001039 ao tentar confirmar nota fiscal de…,"ADMI166 — data de entrada, situação pré recebimento, porém necessita realizar"
212-110,686-11,0.943,other_document,FATU3,-1,-1,Notas Fiscais de Entrada (FATU3) — Verificar e resolver a razão do erro KND-001039 ao tentar confirmar nota fiscal de…,"Notas Fiscais de Entrada (FATU3) — data de entrada, situação pré recebimento, porém necessita realizar"
212-110,686-9,0.933,other_document,FATU3,-1,146,Notas Fiscais de Entrada (FATU3) — Verificar e resolver a razão do erro KND-001039 ao tentar confirmar nota fiscal de…,"Consulta Estoque Produto (ESTO7) — FATU3 - AO ALTERAR NFE QUE JÁ ESTAVA CONFIRMADA, A MESMA CONFIRMA COM A DATA DO DIA ATUAL"
212-110,212-70,0.931,same_document,FATU3,-1,146,Notas Fiscais de Entrada (FATU3) — Verificar e resolver a razão do erro KND-001039 ao tentar confirmar nota fiscal de…,Organizações (ADMI24) — FATU3 - VERIFICAR NF QUE NÃO ESTÁ ALTERANDO Rotina
212-110,732-1,0.930,other_document,FATU3,-1,146,Notas Fiscais de Entrada (FATU3) — Verificar e resolver a razão do erro KND-001039 ao tentar confirmar nota fiscal de…,Condições de Pagamento (ADMI19) — ALTERA (indevidamente) A DATA DA PARCELA FATURA NA NOTA FISCAL ENTRADA Rotina
212-111,761-4,1.000,other_document,ADMI66 FATU3,142,142,"Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, select é visto, nota para melhorar","Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, select é visto, nota para melhorar"
212-111,211-162,0.975,other_document,ADMI66,142,142,"Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, select é visto, nota para melhorar","Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, nota para melhorar, coluna ao item"
212-111,211-134,0.964,other_document,,142,142,"Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, select é visto, nota para melhorar","regra de tributação, nota para melhorar, coluna ao item"
212-111,212-94,0.964,same_document,,142,142,"Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, select é visto, nota para melhorar","regra de tributação, nota para melhorar, coluna ao item"
212-111,668-32,0.919,other_document,ADMI66 FATU3,142,142,"Gravar ID da Regra de Tributação Especial (ADMI66) — regra de tributação, select é visto, nota para melhorar",Cotação (COMP14) — CRIAR UM PARÂMETRO GERAL AONDE TODAS AS NOTAS FISCAIS DE ENTRADA COM PIS/COFINS ENTRARÃO…
212-112,211-157,1.000,other_document,PEDI4,-1,-1,"Liberação Pedidos Faturamento (PEDI4) — Pesquisado em 240425, para a implantação da Hidro","Liberação Pedidos Faturamento (PEDI4) — Pesquisado em 240425, para a implantação da Hidro"
212-112,211-109,0.905,other_document,PEDI4,-1,-1,"Liberação Pedidos Faturamento (PEDI4) — Pesquisado em 240425, para a implantação da Hidro","Disponível (FATU110) — gerei a nfs, venda vai gerar, impresso no relatório"
212-112,327-44,0.901,other_document,PEDI4,-1,-1,"Liberação Pedidos Faturamento (PEDI4) — Pesquisado em 240425, para a implantação da Hidro","Disponível (FATU110) — Na Smart, em 270521"
212-112,212-81,0.899,same_document,,-1,136,"Liberação Pedidos Faturamento (PEDI4) — Pesquisado em 240425, para a implantação da Hidro","Notas Fiscais de Entrada (FATU3) — Vocês tem alguma validação para esta situação, envolvendo NF de Entrada gerada pelo…"
212-112,211-38,0.898,other_document,,-1,40,"Liberação Pedidos Faturamento (PEDI4) — Pesquisado em 240425, para a implantação da Hidro","Subcontratadas (RECE34) — Vocês tem alguma validação para esta situação, envolvendo NF de Entrada gerada pelo…"
212-113,212-113,1.000,same_topic,ESTO16 ESTO7 FATU25,110,110,ESTO16 — Verificar e ajustar diferenças entre estoque físico X inventário - EM TRÂNSITO,ESTO16 — Verificar e ajustar diferenças entre estoque físico X inventário - EM TRÂNSITO
212-113,181-6,0.918,other_document,,110,110,ESTO16 — Verificar e ajustar diferenças entre estoque físico X inventário - EM TRÂNSITO,Devoluções (ESTO3) — Erro ao realizar movimentações de estoque #Problemas pós patch# Rotina
212-113,190-7,0.918,other_document,,110,110,ESTO16 — Verificar e ajustar diferenças entre estoque físico X inventário - EM TRÂNSITO,Implantação de Saldo (ESTO2) — Erro ao realizar movimentações de estoque #Problemas pós patch# Rotina
212-113,912-16,0.917,other_document,,110,110,ESTO16 — Verificar e ajustar diferenças entre estoque físico X inventário - EM TRÂNSITO,"suprimentos estoque consultas, gerar a baixa, flush de materiais"
212-113,209-1,0.915,other_document,,110,110,ESTO16 — Verificar e ajustar diferenças entre estoque físico X inventário - EM TRÂNSITO,"Registro Controle Produção e Estoque (ESTO19) — ESTO15 - VALORES DO INVENTÁRIO NÃO ESTÃO BATENDO COM O ESTO108, E DIFERENÇA NO BLOCO K…"
212-114,213-125,0.910,other_document,,-1,143,Notas Fiscais de Entrada (FATU3) — Verificar erro ORA-06502 ao confirmar documento de entrada Rotina,Monitor Notas Fiscais Saída (FATU61) — MONITOR NOTAS FISCAIS ELETRÔNICA - VERIFICAR ERRO AO TENTAR AUTORIZAR NF [Imagem: FATU61…
212-114,693-9,0.909,other_document,,-1,98,Notas Fiscais de Entrada (FATU3) — Verificar erro ORA-06502 ao confirmar documento de entrada Rotina,"Relatório Plano de Necessidades de Formas (COMP26) — gerou esse erro, atributo deste parametro, der a mensagem"
212-114,274-42,0.905,other_document,,-1,-1,Notas Fiscais de Entrada (FATU3) — Verificar erro ORA-06502 ao confirmar documento de entrada Rotina,Rótulos (FATU104) + Recebimento Devoluções de Consignação (FATU6) — Verificar motivo de erro ao tentar confirmar devolução e tratar
212-114,688-16,0.897,other_document,,-1,82,Notas Fiscais de Entrada (FATU3) — Verificar erro ORA-06502 ao confirmar documento de entrada Rotina,Recebimento de compras (COMP5) — COMP5 - NÃO ESTÁ CONSIDERANDO CÁLCULO DE CONVERSÃO DO PRODUTO Rotina
212-114,686-10,0.896,other_document,,-1,146,Notas Fiscais de Entrada (FATU3) — Verificar erro ORA-06502 ao confirmar documento de entrada Rotina,Consulta Estoque Produto (ESTO7) — Verificar erro de data ao alterar e confirmar nota de entrada que já havia sido confirmada
212-115,212-119,0.925,same_document,FATU3,-1,-1,"Nota Fiscal de Entrada (CEXC1024) — estoque os lotes, terceirização está ocorrendo, lançada sem vinculo","Notas Fiscais de Entrada (FATU3) — teria que permitir, solucionar a situação, partindo desta posição"
212-115,716-40,0.923,other_document,FATU3,-1,-1,"Nota Fiscal de Entrada (CEXC1024) — estoque os lotes, terceirização está ocorrendo, lançada sem vinculo","Notas Fiscais de Entrada (FATU3) — Apoiado o RA 260508005, na questão de NF Entrada decorrente de Terceirização"
212-115,211-143,0.923,other_document,FATU3,-1,130,"Nota Fiscal de Entrada (CEXC1024) — estoque os lotes, terceirização está ocorrendo, lançada sem vinculo","Pessoas Físicas/Jurídicas (ADMI34) — quantidade industrialização, nf-e de devolução, dar esta mensagem"
212-115,177-80,0.922,other_document,FATU3,-1,-1,"Nota Fiscal de Entrada (CEXC1024) — estoque os lotes, terceirização está ocorrendo, lançada sem vinculo","Notas Fiscais de Entrada (FATU3) — Apoiado o RA 260508005, na questão de NF Entrada decorrente de Terceirização"
212-115,177-81,0.917,other_document,FATU3,-1,-1,"Nota Fiscal de Entrada (CEXC1024) — estoque os lotes, terceirização está ocorrendo, lançada sem vinculo","Notas Fiscais de Entrada (FATU3) — glaucia, verificar o procedimento, tentando realizar dois"
212-116,177-80,0.963,other_document,FATU3,-1,-1,"Notas Fiscais de Entrada (FATU3) — retorno parcial, erro interno ocorrido, vocês para orientação","Notas Fiscais de Entrada (FATU3) — Apoiado o RA 260508005, na questão de NF Entrada decorrente de Terceirização"
212-116,716-40,0.963,other_document,FATU3,-1,-1,"Notas Fiscais de Entrada (FATU3) — retorno parcial, erro interno ocorrido, vocês para orientação","Notas Fiscais de Entrada (FATU3) — Apoiado o RA 260508005, na questão de NF Entrada decorrente de Terceirização"
212-116,177-81,0.954,other_document,FATU3 RECE2,-1,-1,"Notas Fiscais de Entrada (FATU3) — retorno parcial, erro interno ocorrido, vocês para orientação","Notas Fiscais de Entrada (FATU3) — glaucia, verificar o procedimento, tentando realizar dois"
212-116,716-41,0.954,other_document,FATU3 RECE2,-1,-1,"Notas Fiscais de Entrada (FATU3) — retorno parcial, erro interno ocorrido, vocês para orientação","Notas Fiscais de Entrada (FATU3) — glaucia, verificar o procedimento, tentando realizar dois"
212-116,212-117,0.938,same_topic,FATU3 RECE2,-1,-1,"Notas Fiscais de Entrada (FATU3) — retorno parcial, erro interno ocorrido, vocês para orientação",Notas Fiscais de Entrada (FATU3) — Renan.Sup 19/06/2026 - 17:22:00
212-117,177-81,0.976,other_document,FATU3 RECE2,-1,-1,Notas Fiscais de Entrada (FATU3) — Renan.Sup 19/06/2026 - 17:22:00,"Notas Fiscais de Entrada (FATU3) — glaucia, verificar o procedimento, tentando realizar dois"
212-117,716-41,0.972,other_document,FATU3 RECE2,-1,-1,Notas Fiscais de Entrada (FATU3) — Renan.Sup 19/06/2026 - 17:22:00,"Notas Fiscais de Entrada (FATU3) — glaucia, verificar o procedimento, tentando realizar dois"
